#class tools::wcsv::ntuple
#title Energy deposited in EM Calorimeter
#separator 44
#vector_separator 59
#column int EventNumber
#column int Layer
#column double Energy
0,5,3.95338e-05
0,7,4.00765e-05
0,9,4.56516e-05
0,12,4.21402e-05
0,14,5.90382e-05
0,16,4.25014e-05
0,19,7.22497e-05
0,21,0.000145417
0,23,1.20823e-07
0,25,2.36598e-05
0,32,7.89223e-08
0,33,1.35805e-05
0,35,7.90784e-05
0,36,1.97144e-05
0,37,2.64693e-05
0,38,9.3616e-05
0,42,1.53238e-05
0,44,1.71714e-05
0,46,2.96219e-08
0,49,2.14874e-05
1,0,0.0121234
1,1,0.0687566
1,2,0.259005
1,3,0.482927
1,4,0.706854
1,5,1.09329
1,6,1.52578
1,7,1.71363
1,8,1.77836
1,9,1.6813
1,10,1.77818
1,11,1.56488
1,12,1.37223
1,13,1.05075
1,14,1.11433
1,15,1.05366
1,16,0.757102
1,17,0.523121
1,18,0.460028
1,19,0.312447
1,20,0.265311
1,21,0.227345
1,22,0.23826
1,23,0.118597
1,24,0.126758
1,25,0.0642795
1,26,0.0577514
1,27,0.0400052
1,28,0.0444411
1,29,0.0532421
1,30,0.0369307
1,31,0.023429
1,32,0.0172955
1,33,0.0248907
1,34,0.015791
1,35,0.00567675
1,36,0.0141072
1,37,0.0102905
1,38,0.00836513
1,39,0.00515752
1,40,0.00413139
1,41,0.000369891
1,42,0.00200724
1,43,0.00388981
1,44,0.00135535
1,45,0.000174308
1,47,0.00104838
1,48,0.00125448
1,49,0.00250458
2,0,0.0220078
2,1,0.0926679
2,2,0.252096
2,3,0.523762
2,4,0.864397
2,5,1.14746
2,6,1.48904
2,7,1.76199
2,8,1.67751
2,9,1.67938
2,10,1.59304
2,11,1.72433
2,12,1.41716
2,13,1.23715
2,14,0.989366
2,15,0.764895
2,16,0.765207
2,17,0.642107
2,18,0.382556
2,19,0.466388
2,20,0.325056
2,21,0.20298
2,22,0.231866
2,23,0.151871
2,24,0.157564
2,25,0.0978518
2,26,0.0561282
2,27,0.0420982
2,28,0.0608778
2,29,0.0510015
2,30,0.0402835
2,31,0.0234726
2,32,0.0231077
2,33,0.0140327
2,34,0.0124801
2,35,0.00688908
2,36,0.0132391
2,37,0.00285468
2,38,0.00907749
2,39,0.00783132
2,40,0.00675274
2,41,0.0076325
2,42,0.000128846
2,43,0.00348783
2,44,0.00250135
2,45,0.000550847
2,46,0.00206622
2,47,0.000145087
2,48,7.60241e-05
2,49,8.44825e-06
3,0,0.038769
3,1,0.0422021
3,2,0.10474
3,3,0.21134
3,4,0.368764
3,5,0.636803
3,6,1.08267
3,7,1.28656
3,8,1.50539
3,9,1.67852
3,10,1.7051
3,11,1.5876
3,12,1.60285
3,13,1.39993
3,14,1.13491
3,15,1.1648
3,16,0.981538
3,17,0.744951
3,18,0.663446
3,19,0.490641
3,20,0.410499
3,21,0.379507
3,22,0.268671
3,23,0.207912
3,24,0.144553
3,25,0.133214
3,26,0.0990647
3,27,0.0633556
3,28,0.0746604
3,29,0.0389007
3,30,0.0515059
3,31,0.0583708
3,32,0.0432046
3,33,0.0423672
3,34,0.0299127
3,35,0.0234124
3,36,0.0128024
3,37,0.0096788
3,38,0.00778337
3,39,0.00813871
3,40,0.00728972
3,41,0.00348826
3,43,0.00604892
3,44,0.00430909
3,45,0.00833357
3,46,0.00491575
3,47,0.000226241
3,48,0.00134484
3,49,0.0029871
4,0,0.000198736
4,3,5.2529e-07
4,6,7.60204e-08
4,8,7.76267e-08
4,15,4.71386e-08
4,16,7.21732e-08
4,18,5.46152e-08
4,39,4.22282e-08
4,40,9.58787e-08
5,0,0.0206756
5,1,0.0638527
5,2,0.137922
5,3,0.332991
5,4,0.53148
5,5,0.686972
5,6,1.00732
5,7,1.08066
5,8,1.08439
5,9,1.21393
5,10,1.3508
5,11,1.24297
5,12,1.24959
5,13,1.06294
5,14,1.01817
5,15,0.902187
5,16,0.752033
5,17,0.975034
5,18,0.984287
5,19,0.722391
5,20,0.586651
5,21,0.572156
5,22,0.438306
5,23,0.470506
5,24,0.343759
5,25,0.318474
5,26,0.285718
5,27,0.194733
5,28,0.154457
5,29,0.128259
5,30,0.117579
5,31,0.118692
5,32,0.0712344
5,33,0.0409555
5,34,0.0482087
5,35,0.0384506
5,36,0.016646
5,37,0.032894
5,38,0.0190792
5,39,0.012502
5,40,0.0151265
5,41,0.0316233
5,42,0.00237797
5,43,0.0077877
5,44,0.00719294
5,45,0.0121813
5,46,0.00425838
5,47,0.00553049
5,48,0.00256804
5,49,0.00456826
6,0,0.0212826
6,1,0.0841113
6,2,0.182143
6,3,0.39032
6,4,0.676898
6,5,1.11947
6,6,1.36192
6,7,1.52352
6,8,1.57787
6,9,1.38266
6,10,1.43389
6,11,1.46566
6,12,1.3469
6,13,1.26966
6,14,1.21037
6,15,0.938108
6,16,0.716612
6,17,0.578614
6,18,0.540711
6,19,0.432554
6,20,0.408473
6,21,0.262003
6,22,0.243513
6,23,0.235953
6,24,0.181646
6,25,0.163205
6,26,0.130659
6,27,0.0909048
6,28,0.101941
6,29,0.0555625
6,30,0.0507327
6,31,0.037637
6,32,0.0464446
6,33,0.0224899
6,34,0.0300823
6,35,0.0200327
6,36,0.0485489
6,37,0.0210734
6,38,0.0207275
6,39,0.00419462
6,40,0.00655122
6,41,0.0096822
6,42,0.0108141
6,43,0.00442436
6,44,0.00134884
6,45,0.00169524
6,46,0.00188339
6,47,2.2736e-05
6,48,0.00177519
6,49,8.15339e-05
7,2,0.000209294
8,0,0.0194214
8,1,0.0664051
8,2,0.109581
8,3,0.235044
8,4,0.383617
8,5,0.5576
8,6,0.783321
8,7,0.948926
8,8,1.15718
8,9,1.35925
8,10,1.59696
8,11,1.55414
8,12,1.35015
8,13,1.41316
8,14,1.16591
8,15,1.12114
8,16,1.05034
8,17,0.9317
8,18,0.779501
8,19,0.599035
8,20,0.586066
8,21,0.540116
8,22,0.522473
8,23,0.363475
8,24,0.304523
8,25,0.194787
8,26,0.174459
8,27,0.12539
8,28,0.113125
8,29,0.0862946
8,30,0.0921812
8,31,0.0555122
8,32,0.105975
8,33,0.0308227
8,34,0.0440046
8,35,0.0283982
8,36,0.0134698
8,37,0.0198118
8,38,0.0262731
8,39,0.0147454
8,40,0.019828
8,41,0.010046
8,42,0.00737364
8,43,0.00462697
8,44,0.00228824
8,45,0.00209265
8,46,0.0014105
8,47,0.00295896
8,48,0.00341478
8,49,1.59082e-06
9,0,0.0182341
9,1,0.0594232
9,2,0.138568
9,3,0.175477
9,4,0.378233
9,5,0.504706
9,6,0.650151
9,7,0.770668
9,8,1.00133
9,9,1.0806
9,10,1.17777
9,11,1.19489
9,12,1.18053
9,13,1.24241
9,14,1.18921
9,15,1.185
9,16,1.06957
9,17,0.852708
9,18,1.00365
9,19,0.91911
9,20,0.678548
9,21,0.697517
9,22,0.620552
9,23,0.470663
9,24,0.36967
9,25,0.328639
9,26,0.304723
9,27,0.295107
9,28,0.205672
9,29,0.184362
9,30,0.157905
9,31,0.14488
9,32,0.12301
9,33,0.0719913
9,34,0.102326
9,35,0.059286
9,36,0.0559154
9,37,0.0386391
9,38,0.0215207
9,39,0.0202427
9,40,0.0164872
9,41,0.0150577
9,42,0.0126852
9,43,0.00911438
9,44,0.00335866
9,45,0.00482465
9,46,0.0111353
9,47,0.00988013
9,48,0.000102559
9,49,0.00253178
10,0,0.0371694
10,1,0.0621526
10,2,0.131033
10,3,0.209153
10,4,0.369974
10,5,0.611134
10,6,0.74134
10,7,0.871757
10,8,0.952326
10,9,1.10974
10,10,1.11009
10,11,1.11879
10,12,1.14344
10,13,1.06728
10,14,1.21864
10,15,1.19061
10,16,1.11256
10,17,0.971155
10,18,0.932076
10,19,0.848946
10,20,0.708589
10,21,0.625295
10,22,0.545107
10,23,0.473163
10,24,0.342254
10,25,0.324904
10,26,0.228635
10,27,0.212513
10,28,0.154269
10,29,0.15891
10,30,0.0982273
10,31,0.105176
10,32,0.0928215
10,33,0.0608027
10,34,0.0457655
10,35,0.0316696
10,36,0.0371875
10,37,0.0170398
10,38,0.0308173
10,39,0.0233681
10,40,0.0155459
10,41,0.00669415
10,42,0.0144434
10,43,0.0154246
10,44,0.00288203
10,45,0.00464047
10,46,0.00487165
10,47,0.0012883
10,48,0.00285924
10,49,0.00611242
11,5,4.00204e-07
11,9,1.75465e-06
11,25,3.57259e-06
11,46,1.79843e-06
12,0,0.0131954
12,1,0.0472566
12,2,0.133337
12,3,0.213036
12,4,0.411746
12,5,0.570664
12,6,0.658656
12,7,0.854225
12,8,1.03732
12,9,1.07404
12,10,1.10649
12,11,1.00108
12,12,0.941109
