#class tools::wcsv::ntuple
#title Tracker 1 coordinates
#separator 44
#vector_separator 59
#column int EventNumber
#column int TrackID
#column double Phi
#column double Theta
#column double EnergyDeposited
#column double PathLength
2,1,-0.467009,2.06263,0.868809,2.27097
2,430,-3.10413,0.933421,0.190553,0.000542355
2,1177,1.10432,1.35633,0.0879895,0.000368599
3,1,0.710409,2.21324,0.867154,2.49812
3,2,-2.44769,0.928351,0.945728,2.4981
5,2,0.710366,2.21321,1.00983,2.49801
5,4,-2.44769,0.928372,0.891028,2.49804
7,1,0.940561,1.55279,1.11942,2.00841
8,1,-2.79001,0.959099,0.736328,2.44305
8,3,0.334843,2.18245,0.902018,2.443
8,31910,2.68723,1.47916,0.00181676,9.84507e-05
8,72268,0.895418,0.843674,0.00373598,0.00029629
8,107744,1.4542,1.63207,0.769214,1.78243
8,107747,1.45524,1.63242,0.000211038,7.92318e-06
8,107748,1.45552,1.63244,0.0031874,0.000230699
8,120910,1.84055,1.96504,0.138399,0.134382
9,1,-1.17008,2.1587,0.655963,2.40664
10,3,0.710524,2.04381,0.759132,2.24675
10,5,-2.41638,1.09801,0.975392,2.2465
10,84300,1.47404,2.18915,0.668742,1.33448
10,106618,-1.6283,1.37886,0.0877284,0.0628776
11,1,2.47745,2.02227,0.756487,2.46842
11,40,2.47738,2.02228,0.983662,1.57571
12,1,1.45423,0.929344,0.76852,2.49624
12,2,-1.70382,2.21227,0.804849,2.49633
13,1,-2.79006,0.959118,0.844296,2.44301
13,3,0.335418,2.18246,1.15645,2.44302
15,1,-2.41639,1.09803,0.762893,2.24647
15,3,0.710507,2.0438,0.713757,2.24676
16,1,1.28029,1.14701,0.659236,2.19414
16,2,-1.87577,1.99459,1.0451,2.19417
17,70157,-1.51538,1.61745,0.00850998,0.00114219
18,1,0.472666,0.943598,0.822591,2.4718
18,2457,1.85439,1.36952,1.14692,0.00108176
18,2688,1.50482,2.26036,0.149797,0.000480875
20,2,0.798528,1.30777,0.63326,2.07128
20,4,-2.3704,1.83022,0.651382,2.06934
20,48033,0.798482,1.30778,2.24379,6.33446
20,116246,0.798452,1.30787,0.820261,1.96504
21,2,-2.09956,2.10055,1.05867,2.31768
21,4,1.09722,1.04305,0.802682,2.31495
24,1,-2.5163,1.17092,0.680191,2.2016
24,489,-2.99791,1.8915,0.0879214,0.000374982
24,738,0.390897,1.87103,0.568612,0.00094666
24,1403,-0.994494,1.35054,0.0824448,0.000356795
25,2,-0.494578,1.51314,0.645916,2.00337
25,4,2.63362,1.62829,0.610572,2.00336
25,1483,-0.519205,1.54064,0.151232,0.155298
26,1,0.00399157,1.04463,4.1741,3.44514
30,1,-1.8101,1.21457,0.612907,2.14111
34,2,-1.3914,1.95069,0.623103,2.15365
34,4,1.77564,1.17779,0.709334,2.16514
34,40375,0.00441024,0.897779,0.161495,0.172731
34,65007,-1.39144,1.95064,17.8019,49.3157
34,133422,-1.36472,1.9267,3.46656,8.37652
34,133429,-1.36136,1.90487,2.35837,6.25293
34,133434,-1.3376,1.91939,0.023533,0.00651821
34,133439,-1.36471,1.92669,0.0042361,0.000362112
35,1,-1.0702,1.61108,0.883393,2.00167
35,2,2.05823,1.53054,0.624787,2.00167
35,1160,-2.80362,1.08707,0.0906077,0.0664016
35,24807,2.29374,2.12439,0.18398,0.212928
35,54125,1.48491,0.787513,0.0214357,0.00554565
35,56500,-1.12118,1.82187,0.0453048,0.0202776
35,61635,-0.975102,0.880062,0.00836769,0.00111027
35,68747,-1.07018,1.61101,3.35422,9.5033
36,1,1.56109,1.7291,0.774322,2.02537
36,3,-1.56715,1.41247,0.600744,2.02538
39,2,0.463243,1.67703,0.699057,2.01156
39,4,-2.69357,1.461,0.713679,2.01216
39,12135,1.01796,1.519,0.206641,0.255934
39,54216,-1.11486,1.96479,0.948016,2.53861
41,1,-0.31566,0.925683,0.715133,2.5908
43,1,-0.380228,1.44757,0.825632,2.05205
44,1,-2.04371,1.12645,0.6523,2.22565
45,1,1.68732,2.26127,1.49669,2.59425
45,3,-1.47134,0.880282,0.778237,2.59441
45,129344,-2.31153,1.14802,0.0424744,0.0181371
46,1,2.21448,2.07698,0.68275,2.2917
47,2,-2.00841,2.21804,1.19546,2.54608
49,1,-3.10401,2.18445,0.68069,2.45132
49,54,-3.10398,2.18451,2.17678,6.4344
49,3476,-3.03247,1.26266,0.170094,0.18779
49,3482,-2.78212,0.798295,0.0152003,0.00306523
50,2,0.455322,1.67692,0.622292,2.01136
50,4,-2.69361,1.461,1.0114,2.01216
51,12133,-1.60321,1.25891,0.416827,0.734307
51,17478,-1.36817,2.20918,0.316784,0.513265
53,1,1.68729,2.26128,0.817962,2.59432
53,3,-1.47134,0.880333,0.953104,2.5943
53,48,-1.47157,0.880368,4.13372,11.9352
55,5,-2.23099,1.10955,0.962916,2.23345
55,7,0.897455,2.10002,0.718585,2.31709
55,19269,-2.27691,1.9846,0.11305,0.0962138
55,65178,-2.23079,1.109,0.0101314,0.00147961
55,72182,-1.63989,0.870494,0.00617879,0.000669847
55,72183,-3.12899,2.27613,0.0199492,0.00489762
55,100499,-3.13029,1.23967,0.0469606,0.0215751
55,100500,-3.13107,1.23993,0.0334093,0.0119662
55,130185,-2.21482,1.11369,0.0560371,0.0292589
56,1,-0.624183,0.854221,0.940541,2.657
60,1,2.90231,1.84534,0.6964,2.07787
60,3,-0.252994,1.29624,0.669923,2.07788
61,1,-2.28735,1.97573,2.22544,2.46965
61,3728,-1.41672,1.3332,0.0327607,0.0115662
61,3729,-1.41671,1.33315,0.115251,0.0993483
63,2003,-0.115171,0.981534,0.000730141,2.81496e-05
63,2059,-1.96601,1.74819,0.0389487,0.0156107
63,2935,-2.25556,1.29188,0.000273213,9.70391e-06
63,5511,-2.42834,1.53369,0.0851239,0.0597528
64,1,1.29979,0.842425,1.19751,2.68008
64,2,-1.85946,2.29916,0.976949,2.68013
65,81723,0.898241,2.08402,0.00877393,0.00120244
65,81724,0.896035,2.08498,0.00518028,0.000501555
66,1,-0.631251,0.791089,0.962807,2.81593
66,44,-0.631398,0.791023,0.51177,1.64555
67,1,-2.97364,2.08869,0.926823,2.30323
68,1,0.676389,0.959013,0.932338,2.52852
68,1600,2.86536,1.96985,0.231939,0.000598282
68,1615,2.86508,1.96957,0.146748,0.147876
69,13,-0.605219,0.79045,1.3973,4.31896
70,1,-2.73595,1.3855,0.693319,2.07653
71,2,-1.71236,1.77491,0.641127,2.04244
71,4,1.29957,1.49784,0.635875,2.00555
74,1,-2.23315,1.32035,0.812336,2.06445
74,2,0.894819,1.82125,0.72983,2.06446
75,1,-1.39665,1.59295,0.68832,2.00053
75,2,1.73175,1.54864,0.774181,2.00053
75,2202,1.02104,2.35302,0.556441,1.17866
75,52262,-0.828515,1.99648,0.0760546,0.000342692
75,131865,1.52255,1.47077,0.0768388,0.000344453
80,15755,1.05374,1.564,0.0146488,0.000153008
81,1,-0.0561144,1.79667,0.632212,2.0544
81,39,-0.0560918,1.79673,0.523713,1.01003
82,1,2.91093,1.72443,0.993508,2.0239
82,3,-0.243905,1.41725,0.601889,2.02385
